5207,9.301582,-7.291582,-7.206434,,,-6.82277
2431,9.154723,-7.144723,-7.188547,,,-7.47787
2783,8.881103,-6.871103,-7.132178,,,-7.35138
5199,9.249854,-7.239854,-7.12936,,,-7.10229
4975,9.258245,-7.248245,-7.122367,,,-8.03573
5151,9.317318,-7.307318,-7.091734,,,
4595,9.57401,-7.56401,-7.089725,,,
4155,9.214656,-7.204656,-7.082138,,,
4197,9.443385,-7.433385,-7.050079,,,
564,9.265387,-7.255387,-6.934479,,,
3408,9.443631,-7.433631,-6.923196,,,
3302,9.58503,-7.57503,-6.894313,,,
2466,9.062272,-7.052272,-6.879577,,,
5516,9.163804,-7.153804,-6.864202,,,
3928,9.384936,-7.374936,-6.833968,,,
3803,8.983527,-6.973527,-6.821099,,,
4935,9.320255,-7.310255,-6.809393,,,
5904,9.021696,-7.011696,-6.808096,,,
2132,9.09873,-7.08873,-6.75518,,,
2430,9.321797,-7.311797,-6.740366,,,
4072,9.059983,-7.049983,-6.665077,,,
2508,8.825631,-6.815631,-6.654903,,,
5943,8.923966,-6.913966,-6.604261,,,
3224,8.560607,-6.550607,-6.587065,,,
2350,8.861341,-6.851341,-6.523277,,,
5490,8.889728,-6.879728,-6.494255,,,
2700,8.527555,-6.517555,-6.418405,,,
3402,8.568462,-6.558462,-6.413818,,,
4456,8.740813,-6.730813,-6.37344,,,
4187,8.613578,-6.603578,-6.368835,,,
2423,8.483185,-6.473185,-6.316079,,,
4098,8.483274,-6.473274,-6.285043,,,
3099,8.556418,-6.546418,-6.244042,,,
2850,8.219572,-6.209572,-6.21769,,,
2414,8.365684,-6.355684,-6.213607,,,
370,8.805402,-6.795402,-6.19191,,,
3973,8.223259,-6.213259,-6.166596,,,
5844,8.281477,-6.271477,-6.165219,,,
2730,8.36785,-6.35785,-6.125873,,,
5004,8.7052,-6.6952,-6.093153,,,
7365,8.348045,-6.338045,-6.07445,,,
4651,8.314916,-6.304916,-6.038546,,,
6108,8.281826,-6.271826,-6.033458,,,
5567,8.930463,-6.920463,-6.032916,,,
3859,8.264666,-6.254666,-6.032588,,,
3848,8.51256,-6.50256,-6.030533,,,
6281,8.20081,-6.19081,-5.968814,,,
2872,7.870409,-5.860409,-5.964519,,,
3070,8.080603,-6.070603,-5.954808,,,
2477,7.871367,-5.861367,-5.950711,,,
3808,7.995258,-5.985258,-5.864919,,,
4304,7.845381,-5.835381,-5.721996,,,
2967,7.272758,-5.262758,-5.720133,,,
2946,7.873713,-5.863713,-5.718713,,,
4464,7.724217,-5.714217,-5.714043,,,
4244,7.998437,-5.988437,-5.678743,,,
5210,7.775992,-5.765992,-5.676309,,,
1143,8.244214,-6.234214,-5.664877,,,
1143,8.244214,-6.234214,-5.664877,,,
869,8.203103,-6.193103,-5.664491,,,
2893,7.316395,-5.306395,-5.653379,,,
3129,7.769157,-5.759157,-5.645772,,,
5889,7.816197,-5.806197,-5.636119,,,
5839,7.444681,-5.434681,-5.616441,,,
5056,7.799984,-5.789984,-5.601744,,,
4720,7.694557,-5.684557,-5.586494,,,
4537,7.69399,-5.68399,-5.585888,,,
1581,7.296845,-5.286845,-5.557603,,,
2819,7.329557,-5.319557,-5.554269,,,
6467,7.974483,-5.964483,-5.507109,,,
4180,8.371877,-6.361877,-5.49575,,,
2507,7.712948,-5.702948,-5.474285,,,
3236,7.56621,-5.55621,-5.472623,,,
5298,7.638705,-5.628705,-5.465327,,,
4544,7.42542,-5.41542,-5.440464,,,
660,7.072683,-5.062683,-5.424147,,,
3924,7.608849,-5.598849,-5.421382,,,
4117,7.649236,-5.639236,-5.410729,,,
4217,7.686842,-5.676842,-5.408932,,,
4418,7.848798,-5.838798,-5.402954,,,
3273,7.428511,-5.418511,-5.39698,,,
2459,7.600982,-5.590982,-5.393698,,,
7550,7.867458,-5.857458,-5.381601,,,
4189,7.617278,-5.607278,-5.36805,,,
5365,7.530802,-5.520802,-5.357816,,,
6965,7.367271,-5.357271,-5.356221,,,
2939,6.997022,-4.987022,-5.346883,,,
1911,8.104614,-6.094614,-5.328668,,,
7620,7.290703,-5.280703,-5.313304,,,
2792,7.301847,-5.291847,-5.310574,,,
2474,7.720242,-5.710242,-5.306685,,,
3256,7.726456,-5.716456,-5.306459,,,
5142,7.470932,-5.460932,-5.302597,,,
7296,7.86292,-5.85292,-5.296958,,,
5597,7.753696,-5.743696,-5.293318,,,
1346,6.889262,-4.879262,-5.279812,,,
4703,7.364662,-5.354662,-5.279272,,,
6261,7.485852,-5.475852,-5.277988,,,
5529,7.545633,-5.535633,-5.276353,,,
4490,7.471938,-5.461938,-5.275848,,,
1459,6.755088,-4.745088,-5.274469,,,
6513,7.366263,-5.356263,-5.266067,,,
4149,7.450948,-5.440948,-5.255091,,,
3608,7.319029,-5.309029,-5.253997,,,
4921,7.474322,-5.464322,-5.253841,,,
2506,7.316961,-5.306961,-5.253416,,,
6469,7.398955,-5.388955,-5.232775,,,
4629,7.424123,-5.414123,-5.232177,,,
2762,6.791638,-4.781638,-5.212925,,,
4860,7.505847,-5.495847,-5.197551,,,
2097,6.850276,-4.840276,-5.195119,,,
5485,7.422017,-5.412017,-5.184312,,,
2394,7.107784,-5.097784,-5.179787,,,
2304,6.690269,-4.680269,-5.171761,,,
4910,7.245496,-5.235496,-5.16206,,,
7632,6.848804,-4.838804,-5.159444,,,
3945,7.595683,-5.585683,-5.156486,,,
6459,6.80861,-4.79861,-5.138476,,,
2705,6.645992,-4.635992,-5.121451,,,
2283,7.111721,-5.101721,-5.119011,,,
2535,7.349442,-5.339442,-5.118364,,,
1908,7.603113,-5.593113,-5.115863,,,
823,6.536717,-4.526717,-5.114345,,,
2127,7.181328,-5.171328,-5.084142,,,
2101,6.607121,-4.597121,-5.070909,,,
5111,7.509736,-5.499736,-5.068252,,,
5211,7.314645,-5.304645,-5.057523,,,
2398,6.975818,-4.965818,-5.048823,,,
599,7.110561,-5.100561,-5.035373,,,
4901,7.310272,-5.300272,-5.020863,,,
7626,6.713454,-4.703454,-4.985255,,,
886,7.087054,-5.077054,-4.98024,,,
2314,6.983858,-4.973858,-4.977126,,,
2344,7.137596,-5.127596,-4.975417,,,
5012,7.551691,-5.541691,-4.96801,,,
2606,6.787746,-4.777746,-4.966878,,,
6944,6.92544,-4.91544,-4.966724,,,
7570,6.634051,-4.624051,-4.950756,,,
7703,6.645268,-4.635268,-4.946677,,,
7046,7.251843,-5.241843,-4.929674,,,
3604,7.732861,-5.722861,-4.923272,,,
1385,6.546368,-4.536368,-4.903108,,,
2654,6.490841,-4.480841,-4.897077,,,
2769,6.833677,-4.823677,-4.887632,,,
2978,6.941835,-4.931835,-4.882735,,,
5443,7.361855,-5.351855,-4.880802,,,
1158,6.731082,-4.721082,-4.876873,,,
2253,6.618686,-4.608686,-4.868848,,,
366,6.441309,-4.431309,-4.866909,,,
4764,7.522729,-5.512729,-4.865023,,,
7038,6.806308,-4.796308,-4.861356,,,
1413,6.716777,-4.706777,-4.860195,,,
5808,7.014052,-5.004052,-4.832186,,,
3987,6.913598,-4.903598,-4.828788,,,
5877,6.789516,-4.779516,-4.827564,,,
7000,6.762489,-4.752489,-4.824756,,,
2217,6.992672,-4.982672,-4.819504,,,
6678,7.251641,-5.241641,-4.818993,,,
2836,6.797134,-4.787134,-4.814156,,,
1228,6.896454,-4.886454,-4.806835,,,
2795,6.406098,-4.396098,-4.806602,,,
1167,6.415783,-4.405783,-4.802555,,,
3748,7.746252,-5.736252,-4.796388,,,
7713,6.486725,-4.476725,-4.793855,,,
442,6.358264,-4.348264,-4.784955,,,
1040,6.405915,-4.395915,-4.773499,,,
1040,6.405915,-4.395915,-4.773499,,,
7286,7.284684,-5.274684,-4.771132,,,
2956,6.439369,-4.429369,-4.764117,,,
1127,6.606011,-4.596011,-4.762707,,,
1127,6.606011,-4.596011,-4.762707,,,
7635,6.340823,-4.330823,-4.756019,,,
2938,6.583036,-4.573036,-4.75559,,,
3347,7.23827,-5.22827,-4.743845,,,
7592,6.913435,-4.903435,-4.739675,,,
4443,7.325683,-5.315683,-4.722006,,,
2200,6.26473,-4.25473,-4.719649,,,
6962,6.652888,-4.642888,-4.718756,,,
2168,6.223372,-4.213372,-4.718273,,,
5273,7.383399,-5.373399,-4.717774,,,
2370,6.548141,-4.538141,-4.713376,,,
2527,7.004971,-4.994971,-4.708842,,,
2061,6.37302,-4.36302,-4.708504,,,
2837,6.596061,-4.586061,-4.700648,,,
7028,6.752876,-4.742876,-4.689657,,,
300,6.355712,-4.345712,-4.688414,,,
2324,6.72109,-4.71109,-4.679906,,,
1359,6.763652,-4.753652,-4.678469,,,
3723,7.23449,-5.22449,-4.676944,,,
2424,6.780911,-4.770911,-4.674076,,,
1350,6.870635,-4.860635,-4.673233,,,
2901,6.566739,-4.556739,-4.673147,,,
4340,6.859184,-4.849184,-4.671644,,,
5019,7.213025,-5.203025,-4.66516,,,
2708,6.422389,-4.412389,-4.655906,,,
1501,6.13837,-4.12837,-4.650758,,,
6472,6.660651,-4.650651,-4.646046,,,
1830,6.105938,-4.095938,-4.644475,,,
5188,7.047665,-5.037665,-4.629197,,,
2971,6.21092,-4.20092,-4.609265,,,
7203,6.706697,-4.696697,-4.609166,,,
2327,6.686218,-4.676218,-4.608842,,,
7111,6.329899,-4.319899,-4.607629,,,
2016,6.381573,-4.371573,-4.599981,,,
6448,6.762411,-4.752411,-4.592364,,,
7010,6.690433,-4.680433,-4.591119,,,
2731,6.397643,-4.387643,-4.582514,,,
7254,6.80708,-4.79708,-4.582483,,,
